interval_server, transfer_server, bandwith_server, interval_client, transfer_client, bandwith_client, 
15.7, 6.62, 3.35, 11.0, 6.62, 5.03 
14.2, 6.75, 4.0, 10.6, 6.75, 5.32 
15.1, 6.38, 3.54, 11.0, 6.38, 4.85 
14.3, 6.50, 3.83, 10.7, 6.50, 5.09 
13.4, 6.50, 4.08, 10.1, 6.50, 5.38 
